acc,loss,vloss,trainloss
0.344,2.792293071746826,4.522074222564697,0.3553513921111822
0.373,1.823314905166626,2.1205830574035645,0.35037053390443323
0.378,0.4296901822090149,2.759573459625244,0.3502306954830885
0.356,2.2031195163726807,1.6760824918746948,0.35598329694867137
0.37,2.0931453704833984,0.5433003902435303,0.3509058141887188
0.346,1.0011659860610962,1.480016827583313,0.3405338514447212
0.348,2.5937209129333496,2.161083698272705,0.34413378601968286
0.331,1.4757317304611206,1.874642014503479,0.34797265791594983
0.364,2.1039371490478516,1.142468810081482,0.3592002347558737
0.341,1.9723846912384033,2.1640360355377197,0.34686227125227453
0.414,3.135493755340576,1.6174556016921997,0.33822825420945885
0.388,1.3606393337249756,1.855506420135498,0.3452379304945469
0.395,1.9068589210510254,3.2566030025482178,0.34668326028324664
0.32,2.928964138031006,1.9646310806274414,0.3658043674051762
0.37,2.3274853229522705,0.991282045841217,0.3535277545678895
0.388,1.9363378286361694,1.6719563007354736,0.36102094070911406
0.359,1.174625039100647,1.0831800699234009,0.35282262204885484
0.308,1.5927752256393433,1.6733479499816895,0.4146237233102322
0.322,1.7108668088912964,2.3250460624694824,0.3753779656291008
0.322,2.5384469032287598,0.9636539220809937,0.3757692807793617
0.321,2.0634677410125732,1.7181084156036377,0.3691463891983032
0.361,1.70808744430542,0.7022936344146729,0.3633732887148857
0.348,1.822789192199707,2.0734357833862305,0.3705694081068039
0.329,1.8872315883636475,1.4525433778762817,0.35958677690029145
0.388,1.5306870937347412,2.606137275695801,0.3568067178606987
0.351,1.5016391277313232,1.4880847930908203,0.3584849760353565
0.389,0.3186194896697998,1.191611647605896,0.34929834708571433
0.391,1.346881628036499,2.4093973636627197,0.34173597613573076
0.418,1.598232626914978,1.0772287845611572,0.34039090089797974
0.384,0.5536118149757385,1.163659691810608,0.3445289045870304
0.36,1.3696376085281372,0.7802322506904602,0.3427106687307358
0.402,2.051729202270508,0.9938013553619385,0.34205044213980434
0.4,2.0470757484436035,1.424477219581604,0.33408379571065305
0.388,3.2462193965911865,2.0883233547210693,0.3389673401981592
0.364,3.1674046516418457,0.26786643266677856,0.32484410872757435
0.409,0.7511181831359863,0.8202819228172302,0.3329944476991892
0.407,1.5438987016677856,1.2872356176376343,0.3337328610420227
0.402,1.9982836246490479,1.88737154006958,0.3252496224164963
0.415,1.8101134300231934,2.1759743690490723,0.32669247292131187
0.455,1.6003057956695557,2.0668814182281494,0.32813343682810664
0.432,1.6935060024261475,1.65850031375885,0.32553934688419106
0.403,1.7249207496643066,1.694028615951538,0.3198347687393427
0.417,1.5523900985717773,1.923069953918457,0.3245248395204544
0.386,1.0105000734329224,0.2426590770483017,0.3218104186087847
0.413,1.816320776939392,1.898080825805664,0.31472071348875763
0.404,3.1296229362487793,1.3234636783599854,0.31064854415915905
0.415,2.1633362770080566,1.728511095046997,0.3222075268117711
0.367,0.2319677621126175,1.4544217586517334,0.3018468204452656
0.431,1.2805161476135254,0.8405632376670837,0.30683176507204774
0.445,0.5448102355003357,1.5947765111923218,0.3267734267190099
0.434,1.0089244842529297,1.7318042516708374,0.32078570256084205
0.441,1.803623914718628,4.402044773101807,0.3164909232869744
0.418,1.2066212892532349,1.2608681917190552,0.3113548570379615
0.421,0.9918662309646606,3.957988977432251,0.30940022970284337
0.437,0.28635039925575256,0.25129032135009766,0.3129796184271574
0.406,0.6135901212692261,0.7258444428443909,0.3121523750439286
0.448,2.2030820846557617,2.557952404022217,0.31234539820288776
0.423,1.8798682689666748,1.2578927278518677,0.30793833691999317
0.452,1.5881882905960083,0.8948524594306946,0.3081540167927742
0.442,1.5540587902069092,1.2235198020935059,0.3081914330944419
0.46,1.0937321186065674,1.8439302444458008,0.30345771373468194
0.46,0.4894123673439026,3.6468868255615234,0.3151245715781115
0.43,0.5070376396179199,2.4111194610595703,0.2964834920451045
0.464,1.7121169567108154,1.2244784832000732,0.3053810669537634
0.452,2.1460723876953125,3.0459227561950684,0.29671638412177564
0.432,0.680440366268158,1.480804443359375,0.3072362384445965
0.435,0.883640468120575,1.2768152952194214,0.3008863611124456
0.448,1.4433521032333374,0.8756538033485413,0.2991493170946836
0.428,0.5061821341514587,1.3162294626235962,0.305576806980744
0.469,1.8458977937698364,0.5537239909172058,0.29590289369672534
0.462,2.5326502323150635,0.9567357897758484,0.3008102090507746
0.463,1.5285650491714478,0.8995455503463745,0.29186683369036764
0.473,2.939434766769409,0.2135942578315735,0.3027740942957811
0.466,2.5262033939361572,2.0820374488830566,0.29836739112902433
0.471,0.6993058323860168,1.7986164093017578,0.2848679327980615
0.404,3.350003480911255,0.8694936633110046,0.3048434917648323
0.476,1.347852110862732,2.187635660171509,0.30607802207022905
0.452,0.5574188232421875,2.6872315406799316,0.3054887759422767
0.453,1.0190784931182861,0.6440699696540833,0.30695347845400683
0.441,0.4218190312385559,2.9862236976623535,0.30237047262191774
0.468,1.6662260293960571,2.602426052093506,0.29073993033450096
0.474,1.7971751689910889,1.8301043510437012,0.29717429602723566
0.45,0.29994750022888184,0.4749773442745209,0.31248708736673
0.489,3.014108657836914,0.6137515902519226,0.2976138831332326
0.489,0.8187103867530823,0.7585294246673584,0.2969034309739247
0.449,0.5958505868911743,1.4889798164367676,0.3086433188661933
0.467,0.5297229886054993,2.068492889404297,0.30205419266447425
0.456,0.7283814549446106,0.5940249562263489,0.2960826540417969
0.525,1.793259620666504,1.1943855285644531,0.2887260965602036
0.442,0.5234161615371704,1.934041142463684,0.28730613261284305
0.459,0.8637948632240295,1.1777888536453247,0.28136305110692045
0.476,1.6097378730773926,1.3740524053573608,0.2841128750634132
0.483,0.5808253884315491,1.5370151996612549,0.2928000934913754
0.461,0.012689560651779175,0.40840351581573486,0.2874677662326023
0.459,3.3623690605163574,6.057806968688965,0.2928962077471369
0.457,1.7923603057861328,1.0167956352233887,0.2852728593604406
0.484,1.207093358039856,1.1881705522537231,0.2931082778480137
0.468,1.0131144523620605,0.20811660587787628,0.28060446803262457
0.443,1.27859628200531,2.760847330093384,0.29811714135941947
0.439,1.4543181657791138,0.8788115978240967,0.28397848221212624
0.442,0.9603931307792664,2.2205886840820312,0.2888512661987916
0.494,1.0962246656417847,1.7925958633422852,0.2805989611128345
0.468,0.8218539357185364,0.4794423580169678,0.28139300323221833
0.497,2.1899211406707764,1.216463565826416,0.29393144501643254
0.47,0.41576167941093445,1.7708094120025635,0.2900516697953455
0.488,0.4953181743621826,2.684736490249634,0.2928786903470755
0.467,1.686911940574646,1.9655494689941406,0.2926067658625543
0.485,0.7546262741088867,0.6684194207191467,0.2777673102895729
0.48,1.058919072151184,2.220266342163086,0.2848523560724454
0.504,1.4540534019470215,2.012807846069336,0.2834877552782651
0.489,1.7975515127182007,0.8792944550514221,0.28455399036374873
0.5,0.41289177536964417,0.3620220720767975,0.2884681744400412
0.476,1.7042574882507324,6.305657386779785,0.2822666806690395
0.485,0.975836992263794,0.46546459197998047,0.2873264582214877
0.452,0.9975027441978455,6.48525333404541,0.28303543976787476
0.429,1.4246344566345215,2.2053749561309814,0.2888217260210484
0.484,2.2091305255889893,0.7045939564704895,0.29331461286731064
0.47,2.007845878601074,4.2761945724487305,0.28530336134918033
0.54,0.6679670214653015,0.6521853804588318,0.29204421551001725
0.507,0.6288062334060669,1.5633894205093384,0.2968806641702191
0.474,0.18441241979599,1.9638028144836426,0.2787388152980246
0.535,2.3646697998046875,1.3859578371047974,0.2868423999249935
0.498,1.2882524728775024,1.1135965585708618,0.287089099951461
0.498,1.5951766967773438,2.366102457046509,0.2869868072072044
0.471,0.10488226264715195,1.2056152820587158,0.2852208052286878
0.452,0.18957415223121643,1.9167945384979248,0.2761000067010056
0.461,0.6459378600120544,1.8348029851913452,0.28017108778879046
0.466,0.9862543344497681,1.3582020998001099,0.2816927334476728
0.483,0.3112618625164032,1.412982702255249,0.27995330923721196
0.471,2.1023874282836914,2.209927558898926,0.2784362009029754
0.49,1.6313722133636475,2.312948703765869,0.2837288300133969
0.464,1.1644834280014038,0.49528810381889343,0.2723733107452281
0.476,2.3749465942382812,2.0838780403137207,0.2735237843358889
0.464,0.2065313160419464,1.7845429182052612,0.2763711043912452
0.496,2.161968946456909,4.064814567565918,0.2774455753106624
0.492,1.880408763885498,1.4902081489562988,0.275059220264852
0.496,0.8302965760231018,1.6689729690551758,0.2777334110676777
0.459,0.6270998120307922,1.1487891674041748,0.2841961720241234
0.493,1.0561352968215942,0.2606433928012848,0.2732780225334689
0.497,1.7544111013412476,0.7151046991348267,0.2740664940529445
0.49,0.9642300605773926,0.39330846071243286,0.2841866388626397
0.496,1.4938925504684448,1.4789141416549683,0.28050202527923973
0.47,1.3539403676986694,1.1643120050430298,0.2827247820708901
0.491,2.236567258834839,0.4638359248638153,0.2851989775989205

0.126,2.1988326888084413,2.197200187921524
0.132,2.1934893653392793,2.1918289442062378
0.163,2.1881373114585876,2.186329325914383
0.203,2.1866955070495604,2.1824838933944704
0.191,2.177660727024078,2.180534414768219
0.247,2.177896645069122,2.1724150881767272
0.217,2.1711029407978057,2.1738656792640687
0.241,2.170248864531517,2.165506864786148
0.252,2.165837824463844,2.165716671705246
0.255,2.159602375745773,2.1609159923791887
0.286,2.158725145339966,2.1588342677354815
0.287,2.1509532454013827,2.1498956929445265
0.301,2.1435818144083023,2.140974237203598
0.294,2.150541369318962,2.1432118798494337
0.298,2.143753105163574,2.1375848554372787
0.304,2.143109227895737,2.1316636083126066
0.276,2.137448287010193,2.133270870566368
0.309,2.1328212834596636,2.126638410329819
0.301,2.1255596463680266,2.1220327380895614
0.471,1.5574350649099797,1.5753060190584511
0.486,1.49473364343727,1.5112032727133482
0.4,1.4714809681000187,1.695757690468803
0.473,1.5173450730480254,1.526693563687615
0.458,1.4782928748101694,1.6052744605988265
0.436,1.5258308994527907,1.5851047384683044
0.48,1.5009299908149987,1.554017905473709
0.456,1.5014711053185166,1.578494092984125
0.423,1.5043802692489698,1.6051544831171631
0.476,1.5167440404549124,1.534367018993944
0.484,1.4994150176141412,1.519933272317052
0.465,1.469182004607981,1.5266663002446295
0.488,1.5179388365745545,1.4839191108031664
0.47,1.4501228962712922,1.5438812803085893
0.503,1.4771587824057788,1.5170545392148196
0.459,1.4846632715165615,1.5523320112489163
0.468,1.54230605481565,1.5668852375522255
0.457,1.5121520705632865,1.5957708821892738
0.481,1.4720350821875037,1.5431433878075331
0.493,1.524797905798303,1.4972516764961183
0.441,1.4969557491354644,1.5608480972647667
0.434,1.4323519119918346,1.6330189887820743
0.461,1.5170437511559576,1.5385359090603887
0.477,1.4606361872721463,1.531152269201819
0.468,1.5054979046657682,1.5611574515998363
0.446,1.4363626065768476,1.5742960711941123
0.496,1.4017364668138326,1.5022993157086895
0.484,1.4396151230905672,1.5693755192700773
0.482,1.431255537264049,1.4963783428370954
0.503,1.397849858865684,1.4223378757052123
0.53,1.4081804408933967,1.4634920450006612
0.506,1.4430683680626972,1.4781652622465045
0.504,1.4022932608358096,1.5435259005009139
0.486,1.4785912651494146,1.4822468628399075
0.482,1.4045128162922338,1.4678568234853446
0.465,1.413001776975143,1.532306622358319
0.46,1.488532284202054,1.5414347173254936
0.45,1.4502708959560842,1.542517831758596
0.498,1.4331155987982638,1.4504261293383316
0.48,1.4756774285035208,1.4872828988730908
0.5,1.4960141004510223,1.4822602932751179
0.474,1.379134278940037,1.5596398777868599
0.513,1.3986005470407918,1.4219020553543233
0.507,1.4480262927319854,1.500059349664487
0.515,1.4161108358558268,1.5221470470484346
0.47,1.3805309770388994,1.545721660256386
0.463,1.4281669565411284,1.5561782585312611
0.473,1.4343946914365515,1.5155319063402712
0.48,1.345592626976315,1.518699656781042
0.478,1.3964117359095254,1.6030198269987594
0.492,1.4022451796568203,1.4698756964039057
0.418,1.3611498383227736,1.733336641640868
0.507,1.4572974745035172,1.4748183773579076
0.478,1.4550477749137207,1.5192369241639971
0.529,1.417740337233059,1.4945727047020192
0.525,1.4120807392131538,1.4864022833947093
0.531,1.3990163626442664,1.4114676005057991
0.539,1.5072330491188914,1.4127512723943219
0.496,1.4466218096464873,1.5285064738718792
0.479,1.4810022903631908,1.5107460257094354
0.486,1.4246692658895628,1.4559457603534685
0.5,1.4082581067320425,1.4349355819486083
0.495,1.3609443188255246,1.5168982977414471
0.499,1.3994559810978826,1.4206741554643958
0.492,1.3998609260674566,1.4531017998032039
0.513,1.434422889366746,1.480794386298163
0.507,1.3481260369112715,1.473437392996624
0.506,1.423532727818936,1.537507641795557
0.549,1.3549374770754947,1.392086659181863
0.497,1.3924558364478872,1.501030123539269
0.496,1.3395549564801623,1.5401571748335845
0.486,1.424958062421385,1.4900884559599799
0.473,1.3596111536361277,1.5605345221056486
0.494,1.3748736796212615,1.4615274377735332
0.483,1.428540571331745,1.4790897273127595
0.485,1.3728724364568479,1.4758386999405921
0.492,1.3837786093559117,1.5070811675656588
0.529,1.3686867722710594,1.397180454302812
0.492,1.376142228575889,1.4388589090844617
0.503,1.4382235656089615,1.4343768426124006
0.509,1.3793788964368832,1.4634091580714448
0.518,1.3462168928519664,1.4324573801360092
0.508,1.3248291909005494,1.4630035423226655
0.505,1.3661078239554771,1.4487610367573798
0.49,1.4106816425537692,1.4938422847605544
0.497,1.3673377049674746,1.5342053385875625
0.488,1.4132041659206152,1.509534585016314
0.49,1.363126236299984,1.4683761805934774
0.504,1.4280234522353858,1.5362634078375996
0.506,1.3684640420731158,1.4894949771622197
0.494,1.3316839511453582,1.5220028449045495
0.515,1.4491996033657342,1.4277551231407561
0.514,1.394406807014253,1.4559188664803224
0.483,1.3675573517577724,1.4490266331714812
0.488,1.3726018032543306,1.476104932653252
0.525,1.3725794991643634,1.4445126091390847
0.518,1.3850386328629685,1.5101191534241662
0.513,1.3526614419501275,1.4159603351515253
0.509,1.3242776061312762,1.485564306558721
0.492,1.379072851408855,1.4829722034297883
0.492,1.3223383043697103,1.5015315887387841
0.498,1.3337912444192916,1.494928686809726
